miRNA,Target_Gene,Is_DEG,DEG_Expression_Direction,Predicted_Regulatory_Relationship,Database,Evidence_Type,miRNA_log2FC,miRNA_Direction,miRNA_pvalue,Target_log2FC,Target_Direction,Target_padj,Relationship_Category
hsa-miR-195-5p,TAB3,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.616,Up-regulated,0.023826105,-0.635,Down-regulated,0.049102047,Consistent_Inhibition
hsa-miR-195-5p,TTBK2,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.616,Up-regulated,0.023826105,-0.85,Down-regulated,0.022233693,Consistent_Inhibition
hsa-miR-195-5p,TMEM158,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.616,Up-regulated,0.023826105,1.297,Up-regulated,0.003610167,Inconsistent_Both_Up
hsa-miR-195-5p,CCN4,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.616,Up-regulated,0.023826105,1.135,Up-regulated,0.003365874,Inconsistent_Both_Up
hsa-miR-195-5p,AGPAT5,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.616,Up-regulated,0.023826105,-0.918,Down-regulated,0.002170178,Consistent_Inhibition
hsa-miR-195-5p,SERPINI1,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.616,Up-regulated,0.023826105,-1.438,Down-regulated,0.014745149,Consistent_Inhibition
hsa-miR-195-5p,SSTR2,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.616,Up-regulated,0.023826105,1.634,Up-regulated,0.02918502,Inconsistent_Both_Up
hsa-miR-195-5p,JDP2,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.616,Up-regulated,0.023826105,0.713,Up-regulated,0.02935565,Inconsistent_Both_Up
hsa-miR-195-5p,PRAMEF1,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.616,Up-regulated,0.023826105,-14.136,Down-regulated,0.048299832,Consistent_Inhibition
hsa-miR-195-5p,IL2RA,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.616,Up-regulated,0.023826105,0.927,Up-regulated,0.041520614,Inconsistent_Both_Up
hsa-miR-195-5p,AGXT,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.616,Up-regulated,0.023826105,2.182,Up-regulated,0.030104933,Inconsistent_Both_Up
hsa-miR-195-5p,ZBTB8A,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.616,Up-regulated,0.023826105,0.686,Up-regulated,0.030104933,Inconsistent_Both_Up
hsa-miR-195-5p,NNMT,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.616,Up-regulated,0.023826105,0.804,Up-regulated,0.000391705,Inconsistent_Both_Up
hsa-miR-195-5p,KIAA0319,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.616,Up-regulated,0.023826105,-1.521,Down-regulated,0.015789562,Consistent_Inhibition
hsa-miR-195-5p,SLC38A1,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.616,Up-regulated,0.023826105,-0.883,Down-regulated,0.048990101,Consistent_Inhibition
hsa-miR-195-5p,KCNK10,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.616,Up-regulated,0.023826105,19.728,Up-regulated,0.000288762,Inconsistent_Both_Up
hsa-miR-195-5p,FKBP5,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.616,Up-regulated,0.023826105,1.114,Up-regulated,0.035206414,Inconsistent_Both_Up
hsa-miR-195-5p,RUNDC3B,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.616,Up-regulated,0.023826105,-1.282,Down-regulated,0.049102047,Consistent_Inhibition
hsa-miR-195-5p,ATOH8,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.616,Up-regulated,0.023826105,1.103,Up-regulated,0.022027507,Inconsistent_Both_Up
hsa-miR-195-5p,GAGE1,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.616,Up-regulated,0.023826105,24.205,Up-regulated,1.88e-06,Inconsistent_Both_Up
hsa-miR-195-5p,RIPOR2,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.616,Up-regulated,0.023826105,-1.033,Down-regulated,0.017201477,Consistent_Inhibition
hsa-miR-195-5p,TPBG,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.616,Up-regulated,0.023826105,-0.849,Down-regulated,0.033227815,Consistent_Inhibition
hsa-miR-195-5p,MYL4,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.616,Up-regulated,0.023826105,1.231,Up-regulated,0.048990101,Inconsistent_Both_Up
hsa-miR-195-5p,TRIM49D1,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.616,Up-regulated,0.023826105,20.766,Up-regulated,0.000137665,Inconsistent_Both_Up
hsa-miR-195-5p,LURAP1L,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.616,Up-regulated,0.023826105,0.679,Up-regulated,0.048159736,Inconsistent_Both_Up
hsa-miR-138-5p,LIMCH1,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,-1.057,Down-regulated,0.034785373,Inconsistent_Both_Down
hsa-miR-138-5p,NTRK2,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,1.822,Up-regulated,0.018697048,Consistent_Derepression
hsa-miR-138-5p,RUNDC3A,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,1.09,Up-regulated,0.019277937,Consistent_Derepression
hsa-miR-138-5p,SLC6A2,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,-1.535,Down-regulated,0.037251845,Inconsistent_Both_Down
hsa-miR-138-5p,TMEM119,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,0.876,Up-regulated,0.031588773,Consistent_Derepression
hsa-miR-138-5p,TSC22D3,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,0.897,Up-regulated,0.022027507,Consistent_Derepression
hsa-miR-138-5p,NNMT,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,0.804,Up-regulated,0.000391705,Consistent_Derepression
hsa-miR-138-5p,A1CF,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,18.84,Up-regulated,0.000776162,Consistent_Derepression
hsa-miR-138-5p,INPP5F,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,-0.529,Down-regulated,0.037251845,Inconsistent_Both_Down
hsa-miR-138-5p,NSMF,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,0.679,Up-regulated,0.049062508,Consistent_Derepression
hsa-miR-138-5p,RAI14,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,-0.765,Down-regulated,0.030000808,Inconsistent_Both_Down
hsa-miR-138-5p,KLF9,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,0.998,Up-regulated,0.019307154,Consistent_Derepression
hsa-miR-138-5p,PDLIM3,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,0.612,Up-regulated,0.008786585,Consistent_Derepression
hsa-miR-138-5p,SLC38A1,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,-0.883,Down-regulated,0.048990101,Inconsistent_Both_Down
hsa-miR-138-5p,HES6,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,0.861,Up-regulated,0.024695349,Consistent_Derepression
hsa-miR-138-5p,ST6GALNAC1,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,0.811,Up-regulated,0.010622604,Consistent_Derepression
hsa-miR-138-5p,KCNK10,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,19.728,Up-regulated,0.000288762,Consistent_Derepression
hsa-miR-138-5p,FNDC4,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,1.336,Up-regulated,7.67e-05,Consistent_Derepression
hsa-miR-138-5p,SHISA9,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,20.753,Up-regulated,0.000137665,Consistent_Derepression
hsa-miR-138-5p,FKBP5,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,1.114,Up-regulated,0.035206414,Consistent_Derepression
hsa-miR-138-5p,SNCA,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,1.012,Up-regulated,0.049644775,Consistent_Derepression
hsa-miR-138-5p,F3,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,0.763,Up-regulated,0.011462858,Consistent_Derepression
hsa-miR-138-5p,ZBTB16,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,1.28,Up-regulated,0.017810079,Consistent_Derepression
hsa-miR-138-5p,TFPI,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,-1.132,Down-regulated,0.002559679,Inconsistent_Both_Down
hsa-miR-138-5p,PNMA2,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,1.373,Up-regulated,0.026340182,Consistent_Derepression
hsa-miR-138-5p,OSMR,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,-1.055,Down-regulated,0.017335091,Inconsistent_Both_Down
hsa-miR-138-5p,CCDC9B,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,0.779,Up-regulated,0.042408159,Consistent_Derepression
hsa-miR-138-5p,BAAT,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,30.0,Up-regulated,2.79e-10,Consistent_Derepression
hsa-miR-138-5p,SERPINA1,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,1.042,Up-regulated,0.045545931,Consistent_Derepression
hsa-miR-138-5p,ZBTB47,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,0.701,Up-regulated,0.046518873,Consistent_Derepression
hsa-miR-138-5p,ANKS4B,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,6.205,Up-regulated,0.049102047,Consistent_Derepression
hsa-miR-138-5p,SGCZ,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,24.197,Up-regulated,1.83e-06,Consistent_Derepression
hsa-miR-138-5p,LEP,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,-2.571,Down-regulated,0.012766614,Inconsistent_Both_Down
hsa-miR-138-5p,SLC2A2,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,24.108,Up-regulated,1.97e-06,Consistent_Derepression
hsa-miR-138-5p,MAT1A,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,2.175,Up-regulated,0.012766614,Consistent_Derepression
hsa-miR-138-5p,CYP2C19,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,20.924,Up-regulated,0.000118001,Consistent_Derepression
hsa-miR-138-5p,PLA2G5,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,0.728,Up-regulated,0.022249828,Consistent_Derepression
hsa-miR-138-5p,CMC4,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,-16.522,Down-regulated,0.008699258,Inconsistent_Both_Down
hsa-miR-138-5p,IL2RA,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,0.927,Up-regulated,0.041520614,Consistent_Derepression
hsa-miR-138-5p,C4orf50,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,30.0,Up-regulated,2.79e-10,Consistent_Derepression
hsa-miR-138-5p,RABGAP1L,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,-0.665,Down-regulated,0.022027507,Inconsistent_Both_Down
hsa-miR-138-5p,PYDC1,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,16.432,Up-regulated,0.009335575,Consistent_Derepression
hsa-miR-138-5p,APCDD1,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,0.726,Up-regulated,0.013794504,Consistent_Derepression
hsa-miR-138-5p,TTLL10,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,0.847,Up-regulated,0.006705888,Consistent_Derepression
hsa-miR-138-5p,OASL,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,1.201,Up-regulated,0.0126152,Consistent_Derepression
hsa-miR-138-5p,PARP3,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,0.758,Up-regulated,0.010494703,Consistent_Derepression
hsa-miR-138-5p,DMTN,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,1.044,Up-regulated,0.025052034,Consistent_Derepression
hsa-miR-138-5p,ANKRD1,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,1.417,Up-regulated,0.0100804,Consistent_Derepression
hsa-miR-138-5p,ZNF507,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,-0.543,Down-regulated,0.037422409,Inconsistent_Both_Down
hsa-miR-138-5p,GYPC,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,1.063,Up-regulated,0.000248806,Consistent_Derepression
hsa-miR-138-5p,HAO1,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,18.559,Up-regulated,0.0010714,Consistent_Derepression
hsa-miR-138-5p,CEP85,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,-0.978,Down-regulated,0.037838615,Inconsistent_Both_Down
hsa-miR-138-5p,AGPAT5,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,-0.918,Down-regulated,0.002170178,Inconsistent_Both_Down
hsa-miR-138-5p,GNE,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,-0.865,Down-regulated,0.018439981,Inconsistent_Both_Down
hsa-miR-138-5p,PRSS23,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,0.817,Up-regulated,0.020328259,Consistent_Derepression
hsa-miR-138-5p,IL12B,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,-1.699,Down-regulated,0.032387046,Inconsistent_Both_Down
hsa-miR-138-5p,C10orf99,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,-16.025,Down-regulated,0.0126152,Inconsistent_Both_Down
hsa-miR-138-5p,FAM167A,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,-1.405,Down-regulated,0.006705888,Inconsistent_Both_Down
hsa-miR-138-5p,JDP2,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,0.713,Up-regulated,0.02935565,Consistent_Derepression
hsa-miR-138-5p,ATOH8,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,1.103,Up-regulated,0.022027507,Consistent_Derepression
hsa-miR-138-5p,ADAMTS15,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,0.816,Up-regulated,0.019723562,Consistent_Derepression
hsa-miR-138-5p,F11,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,25.598,Up-regulated,2.64e-07,Consistent_Derepression
hsa-miR-138-5p,KCNIP1,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,2.249,Up-regulated,0.011133387,Consistent_Derepression
hsa-miR-138-5p,TSPAN5,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,0.828,Up-regulated,0.008072093,Consistent_Derepression
hsa-miR-138-5p,IL32,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,0.782,Up-regulated,0.022249828,Consistent_Derepression
hsa-miR-138-5p,AKR1C3,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,1.177,Up-regulated,0.020328259,Consistent_Derepression
hsa-miR-138-5p,SLC30A1,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,-0.64,Down-regulated,0.026340182,Inconsistent_Both_Down
hsa-miR-138-5p,TREML2,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,-1.865,Down-regulated,0.042149404,Inconsistent_Both_Down
hsa-miR-138-5p,SELENBP1,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,1.056,Up-regulated,0.003350098,Consistent_Derepression
hsa-miR-138-5p,LURAP1L,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,0.679,Up-regulated,0.048159736,Consistent_Derepression
hsa-miR-138-5p,ACTL8,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,22.842,Up-regulated,1.19e-05,Consistent_Derepression
hsa-miR-138-5p,SERPINI1,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,-1.438,Down-regulated,0.014745149,Inconsistent_Both_Down
hsa-miR-138-5p,CGB7,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,-1.776,Down-regulated,0.016675677,Inconsistent_Both_Down
hsa-miR-138-5p,HIGD2B,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,-22.523,Down-regulated,1.63e-05,Inconsistent_Both_Down
hsa-miR-138-5p,SOCS6,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,-0.478,Down-regulated,0.048990101,Inconsistent_Both_Down
hsa-miR-138-5p,TRIM49D1,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.885,Down-regulated,0.025391016,20.766,Up-regulated,0.000137665,Consistent_Derepression
hsa-miR-4713-3p,CCN4,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,1.135,Up-regulated,0.003365874,Consistent_Derepression
hsa-miR-4713-3p,ZBTB16,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,1.28,Up-regulated,0.017810079,Consistent_Derepression
hsa-miR-4713-3p,RABGAP1L,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,-0.665,Down-regulated,0.022027507,Inconsistent_Both_Down
hsa-miR-4713-3p,NTRK2,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,1.822,Up-regulated,0.018697048,Consistent_Derepression
hsa-miR-4713-3p,RIPOR2,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,-1.033,Down-regulated,0.017201477,Inconsistent_Both_Down
hsa-miR-4713-3p,INPP5F,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,-0.529,Down-regulated,0.037251845,Inconsistent_Both_Down
hsa-miR-4713-3p,COPZ2,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,0.702,Up-regulated,0.027678609,Consistent_Derepression
hsa-miR-4713-3p,ZBTB47,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,0.701,Up-regulated,0.046518873,Consistent_Derepression
hsa-miR-4713-3p,TSPAN5,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,0.828,Up-regulated,0.008072093,Consistent_Derepression
hsa-miR-4713-3p,PYDC1,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,16.432,Up-regulated,0.009335575,Consistent_Derepression
hsa-miR-4713-3p,HYAL1,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,1.043,Up-regulated,0.029585943,Consistent_Derepression
hsa-miR-4713-3p,TTBK2,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,-0.85,Down-regulated,0.022233693,Inconsistent_Both_Down
hsa-miR-4713-3p,SMOX,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,1.131,Up-regulated,0.000990711,Consistent_Derepression
hsa-miR-4713-3p,TMEM119,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,0.876,Up-regulated,0.031588773,Consistent_Derepression
hsa-miR-4713-3p,OASL,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,1.201,Up-regulated,0.0126152,Consistent_Derepression
hsa-miR-4713-3p,TRIM49D1,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,20.766,Up-regulated,0.000137665,Consistent_Derepression
hsa-miR-4713-3p,TAB3,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,-0.635,Down-regulated,0.049102047,Inconsistent_Both_Down
hsa-miR-4713-3p,KCNIP1,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,2.249,Up-regulated,0.011133387,Consistent_Derepression
hsa-miR-4713-3p,RAI14,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,-0.765,Down-regulated,0.030000808,Inconsistent_Both_Down
hsa-miR-4713-3p,CYP3A4,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,6.44,Up-regulated,0.00337847,Consistent_Derepression
hsa-miR-4713-3p,SELENBP1,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,1.056,Up-regulated,0.003350098,Consistent_Derepression
hsa-miR-4713-3p,SLC38A1,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,-0.883,Down-regulated,0.048990101,Inconsistent_Both_Down
hsa-miR-4713-3p,CEP85,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,-0.978,Down-regulated,0.037838615,Inconsistent_Both_Down
hsa-miR-4713-3p,MICA,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,0.756,Up-regulated,0.035018768,Consistent_Derepression
hsa-miR-4713-3p,AGPAT5,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,-0.918,Down-regulated,0.002170178,Inconsistent_Both_Down
hsa-miR-4713-3p,RUNDC3A,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,1.09,Up-regulated,0.019277937,Consistent_Derepression
hsa-miR-4713-3p,SHISA9,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,20.753,Up-regulated,0.000137665,Consistent_Derepression
hsa-miR-4713-3p,FKBP5,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,1.114,Up-regulated,0.035206414,Consistent_Derepression
hsa-miR-4713-3p,AFF1,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,-1.025,Down-regulated,0.027523925,Inconsistent_Both_Down
hsa-miR-4713-3p,SLC6A2,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,-1.535,Down-regulated,0.037251845,Inconsistent_Both_Down
hsa-miR-4713-3p,SNCA,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,1.012,Up-regulated,0.049644775,Consistent_Derepression
hsa-miR-4713-3p,LMOD1,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,0.921,Up-regulated,0.01197074,Consistent_Derepression
hsa-miR-4713-3p,NDN,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,0.781,Up-regulated,0.005332758,Consistent_Derepression
hsa-miR-4713-3p,TSC22D3,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,0.897,Up-regulated,0.022027507,Consistent_Derepression
hsa-miR-4713-3p,C8A,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,19.831,Up-regulated,0.000250002,Consistent_Derepression
hsa-miR-4713-3p,EBF4,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,0.8,Up-regulated,0.043020919,Consistent_Derepression
hsa-miR-4713-3p,C6,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,1.789,Up-regulated,0.011404278,Consistent_Derepression
hsa-miR-4713-3p,JDP2,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,0.713,Up-regulated,0.02935565,Consistent_Derepression
