miRNA,Target_Gene,Is_DEG,DEG_Expression_Direction,Predicted_Regulatory_Relationship
hsa-miR-3940-5p,CCN2,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-3940-5p,OASL,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-3940-5p,OSMR,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-3940-5p,SMIM3,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-3940-5p,LHX8,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-3940-5p,DEFB123,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-3940-5p,TTBK2,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-3940-5p,C1orf56,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-3940-5p,MGST1,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-3940-5p,INS,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-3940-5p,SERPINI1,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-3940-5p,IL12B,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-3940-5p,SLC6A2,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-3940-5p,CMC4,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-301b-3p,NTRK2,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-301b-3p,TAB3,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-301b-3p,TTBK2,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-301b-3p,TSPAN5,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-301b-3p,RABGAP1L,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-301b-3p,LHX8,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-450a-1-3p,NTRK2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-450a-1-3p,LIMCH1,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-450a-1-3p,CYP19A1,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-450a-1-3p,TMEM119,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-450a-1-3p,AFF1,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-450a-1-3p,TFPI,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-450a-1-3p,STK39,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-450a-1-3p,ACTL8,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-450a-1-3p,BCL6,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-450a-1-3p,SLC49A4,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-450a-1-3p,SGCZ,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-450a-1-3p,ALDH1A1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-450a-1-3p,KCNK10,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-450a-1-3p,GREM2,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-450a-1-3p,SSTR2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-320c,SOCS6,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-320c,A1CF,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-320c,SERPINA1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-320c,RABGAP1L,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-320c,ZBTB16,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-320c,C4orf50,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-320c,NTRK2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-320c,RIPOR2,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-320c,TSPAN5,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-320c,TMEM119,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-320c,TSC22D3,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-320c,OASL,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-320c,PARP3,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-320c,DMTN,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-320c,PDLIM3,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-320c,GADD45B,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-320c,ARRDC2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-320c,HAO1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-320c,KIAA0319,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-320c,C2CD3,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-320c,AGPAT5,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-320c,FXYD7,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-320c,TREML2,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-320c,SHISA9,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-320c,SLC6A2,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-320c,TFPI,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-320c,PNMA2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-320c,CCN4,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-320c,FKBP5,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-320c,C10orf99,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-320c,AFF1,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-320c,FNDC4,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-320c,SLC38A1,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-320c,ATOH8,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-320c,SMIM3,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-320c,GUCA2A,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-320c,KCNE4,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-320c,KCNK10,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-320c,IL2RA,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-320c,C6,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-320c,SERPINA7,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-320c,MAT1A,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-320c,ACER2,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-320c,SNCA,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-320c,GPAT2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-320c,SNTA1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-320c,RNF39,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-320c,TAB3,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-320c,LYPD3,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-320c,NSMF,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-320c,GYPC,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-320c,C1orf56,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-320c,MICA,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-320c,SCML2,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-320c,SSTR2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-320c,SYNPR,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-320c,JDP2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-320c,SLC49A4,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-320c,ADAMTS15,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-320c,SGCZ,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-320c,ZBTB8A,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-320c,LEP,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-320c,ORM1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-320c,ORM2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-320c,TRNP1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-320c,GAGE1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-320c,HYAL1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-320c,SAA1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-320c,TPBG,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-320c,SAGE1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-320c,TRIM49D1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-320c,LHX8,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-320c,RAI14,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-320c,BAAT,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-320c,KCNIP1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-320c,INS,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-320c,IL32,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-497-5p,CYP19A1,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-497-5p,ZBTB16,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-497-5p,NTRK2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-497-5p,SLC6A2,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-497-5p,LHX3,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-497-5p,TMEM119,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-497-5p,NNMT,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-497-5p,VSIG10L2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-497-5p,NSMF,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-497-5p,RABGAP1L,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-497-5p,SLC38A1,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-497-5p,FOXA2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-497-5p,GREM2,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-497-5p,FNDC4,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-497-5p,FBXO17,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-497-5p,SNCA,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-497-5p,AFF1,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-497-5p,F3,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-497-5p,LURAP1L,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-497-5p,PLEKHG4,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-497-5p,FAM167A,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-497-5p,ATOH8,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-497-5p,KCNE4,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-497-5p,ZBTB8A,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-497-5p,SIX4,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-497-5p,RIPOR2,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-497-5p,INPP5F,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-497-5p,SERPINI1,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-497-5p,TAB3,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-497-5p,SOCS6,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-497-5p,APCDD1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-497-5p,OASL,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-497-5p,TPBG,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-497-5p,PDLIM3,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-497-5p,ZNF507,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-497-5p,ANKRD62,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-497-5p,AGPAT5,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-497-5p,TREML2,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-497-5p,PRSS23,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-497-5p,CCN1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-497-5p,CLDN4,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-497-5p,IL2RA,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-497-5p,GYPC,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-497-5p,CEP85,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-497-5p,DMTN,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-497-5p,CGB8,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-497-5p,KCNIP1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-497-5p,HES6,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-497-5p,METTL21C,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-5699-5p,RABGAP1L,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-5699-5p,NTRK2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-5699-5p,RIPOR2,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-5699-5p,INPP5F,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-5699-5p,PIMREG,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-5699-5p,SOCS6,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-5699-5p,TTBK2,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-5699-5p,A1CF,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-5699-5p,TPBG,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-5699-5p,PDLIM3,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-5699-5p,ZNF507,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-5699-5p,SIX4,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-5699-5p,ACTG2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-5699-5p,CCN4,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-5699-5p,LRCH2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-5699-5p,CEP85,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-5699-5p,AGPAT5,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-5699-5p,NECAB1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-5699-5p,SHISA9,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-5699-5p,FKBP5,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-5699-5p,GNE,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-5699-5p,SIX3,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-5699-5p,CCN1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-5699-5p,PRLHR,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-5699-5p,CSF2RB,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-5699-5p,C6,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-5699-5p,SERPINA1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-5699-5p,ATOH8,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-5699-5p,KCNE4,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-5699-5p,KCNK10,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-5699-5p,ADAMTS15,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-5699-5p,SGCZ,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-5699-5p,GAGE1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-5699-5p,TTLL10,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-5699-5p,LIMCH1,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-5699-5p,ZBTB16,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-5699-5p,GYPC,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-5699-5p,KIAA0319,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-5699-5p,SLC38A1,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-5699-5p,MICA,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-5699-5p,AFF1,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-5699-5p,IFITM10,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-5699-5p,CCDC9B,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-5699-5p,LEP,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-5699-5p,PLA2G5,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-5699-5p,IFI27,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-5699-5p,GPAT2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-5699-5p,BNIPL,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-5699-5p,ZBTB8A,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-576-5p,LIMCH1,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-576-5p,RABGAP1L,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-576-5p,RIPOR2,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-576-5p,HYAL1,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-576-5p,SLC38A1,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-576-5p,KIAA0319,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-576-5p,ZBTB16,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-576-5p,SLC28A2,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-576-5p,PRLHR,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-576-5p,KCNK10,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-576-5p,ZBTB8A,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-576-5p,ACER2,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-576-5p,AFF1,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-576-5p,INPP5F,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-576-5p,BNIPL,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-576-5p,CGB7,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-134-3p,RABGAP1L,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-134-3p,CYP19A1,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-134-3p,NTRK2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-134-3p,RIPOR2,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-134-3p,TSPAN5,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-134-3p,APCDD1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-134-3p,SNCA,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-134-3p,VSIG10L2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-134-3p,KIAA0319,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-134-3p,ZNF507,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-134-3p,KLF9,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-134-3p,ANKRD62,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-134-3p,SLC38A1,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-134-3p,HES6,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-134-3p,AGPAT5,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-134-3p,ST6GALNAC1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-134-3p,ACTL8,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-134-3p,FKBP5,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-134-3p,GNE,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-134-3p,NNMT,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-134-3p,GYPC,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-134-3p,IL12B,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-134-3p,MYL4,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-134-3p,OSMR,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-134-3p,PRLHR,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-134-3p,SERPINA1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-134-3p,PLEKHG4,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-134-3p,JDP2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-134-3p,ATOH8,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-134-3p,SMIM3,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-134-3p,ANKS4B,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-134-3p,ZBTB8A,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-134-3p,PRAMEF1,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-134-3p,IL2RA,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-134-3p,TFPI,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-134-3p,LEP,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-134-3p,AVPR1B,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-134-3p,PLA2G5,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-134-3p,INPP5F,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-134-3p,SLC6A2,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-134-3p,ZBTB47,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-134-3p,RNF39,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-134-3p,TTBK2,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-134-3p,OASL,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-134-3p,DMTN,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-134-3p,COPZ2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-134-3p,CYP3A4,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-134-3p,TREML2,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-134-3p,USP27X,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-134-3p,AFF1,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-134-3p,TSC22D3,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-134-3p,SSTR2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-134-3p,KCNE4,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-134-3p,ADAMTS15,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-134-3p,SGCZ,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-134-3p,TRNP1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-134-3p,IFI27,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-134-3p,TRIM49D1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-134-3p,CEP85,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-134-3p,FNDC4,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-134-3p,SPATC1L,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-134-3p,INS,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-134-3p,BCL6,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-134-3p,CGB7,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-134-3p,LHX8,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-134-3p,CMC4,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-1246,CYP19A1,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-1246,RIPOR2,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-1246,TENT5D,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-1246,ZNF507,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-1246,RAI14,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-1246,RNF39,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-1246,BNIPL,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-1246,TPBG,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-1246,IL12B,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-1246,CCDC9B,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-1246,SERPINA1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-1246,IL2RA,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-1246,ACER2,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-1246,CMC4,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-1246,FKBP5,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-1246,KCNK10,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-1246,TREML2,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-1246,FTCD,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-1246,NDN,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-1246,SPANXB1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-1246,MYL4,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-1246,NLRP4,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-93-3p,RABGAP1L,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-93-3p,CYP19A1,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-93-3p,NTRK2,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-93-3p,ZBTB47,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-93-3p,TSPAN5,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-93-3p,TAB3,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-93-3p,APCDD1,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-93-3p,HYAL1,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-93-3p,TMEM119,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-93-3p,TSC22D3,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-93-3p,NNMT,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-93-3p,SNCA,Yes,Up-regulated,Expression derepression ↓↑
